Этап;Пункт ТУ;Параметр;Адрес УЛК;Код ИСД;Raw;Код ЯЛК;Сигнал;В7, В;ЯЛК, В;Абсолютная погрешность, В;Приведённая погрешность, %;Относительная погрешность, %;Нижний допуск;Верхний допуск;Итог;Сообщение
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 68: обрыв, аналоговый вход";"68";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 68: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 69: обрыв, аналоговый вход";"69";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 69: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 70: обрыв, аналоговый вход";"70";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 70: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 74: обрыв, аналоговый вход";"74";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 74: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 75: обрыв, аналоговый вход";"75";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 75: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 76: обрыв, аналоговый вход";"76";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 76: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 77: обрыв, аналоговый вход";"77";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 77: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 78: обрыв, аналоговый вход";"78";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 78: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 79: обрыв, аналоговый вход";"79";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 79: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 80: обрыв, аналоговый вход";"80";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 80: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 81: обрыв, аналоговый вход";"81";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 81: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 82: обрыв, аналоговый вход";"82";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 82: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 83: обрыв, аналоговый вход";"83";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 83: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 84: обрыв, аналоговый вход";"84";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 84: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 85: обрыв, аналоговый вход";"85";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 85: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 86: обрыв, аналоговый вход";"86";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 86: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 87: обрыв, аналоговый вход";"87";"";"1024.000000";"0.000000";"1";"";"-0.971178";"";"";"";-6.2;0;"НОРМА";""
"Обрыв и исходное отключённое состояние 80 входов ЯЛК";"1.1.4.10";"ЯЛК адрес 87: исходный сигнал";"";"";"";"";"";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 1, 0.000000 В";"1";"";"131.625000";"131.625000";"0";"0.053029";"0.051472";"0.001557";"0.025111";"2.935928";0.0220293344;0.0840293344;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 1: контактный сигнал при 0.000000 В";"1";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 1, 3.100000 В";"1";"";"1547.187500";"523.187500";"1";"3.096686";"3.093687";"0.002999";"0.048372";"0.096847";3.0656864;3.1276864;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 1, 6.200000 В";"1";"";"1937.937500";"913.937500";"1";"6.141977";"6.129590";"0.012387";"0.199796";"0.201684";6.11097696;6.17297696;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 1: контактный сигнал при 6.200000 В";"1";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 2, 0.000000 В";"2";"";"114.875000";"114.875000";"0";"-0.077829";"-0.078665";"0.000836";"0.013489";"1.074558";-0.1088290944;-0.0468290944;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 2: контактный сигнал при 0.000000 В";"2";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 2, 3.100000 В";"2";"";"1527.312500";"503.312500";"1";"2.943415";"2.939270";"0.004145";"0.066850";"0.140812";2.91241472;2.97441472;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 2, 6.200000 В";"2";"";"1916.750000";"892.750000";"1";"5.979844";"5.964975";"0.014870";"0.239831";"0.248661";5.94884448;6.01084448;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 2: контактный сигнал при 6.200000 В";"2";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 3, 0.000000 В";"3";"";"116.375000";"116.375000";"0";"-0.063809";"-0.067011";"0.003202";"0.051643";"5.017813";-0.09480944;-0.03280944;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 3: контактный сигнал при 0.000000 В";"3";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 3, 3.100000 В";"3";"";"1533.875000";"509.875000";"1";"2.993452";"2.990257";"0.003195";"0.051526";"0.106721";2.96245152;3.02445152;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 3, 6.200000 В";"3";"";"1924.812500";"900.812500";"1";"6.044450";"6.027616";"0.016834";"0.271516";"0.278504";6.01344992;6.07544992;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 3: контактный сигнал при 6.200000 В";"3";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 4, 0.000000 В";"4";"";"112.062500";"112.062500";"0";"-0.097690";"-0.100517";"0.002827";"0.045590";"2.893382";-0.1286903616;-0.0666903616;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 4: контактный сигнал при 0.000000 В";"4";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 4, 3.100000 В";"4";"";"1527.500000";"503.500000";"1";"2.945461";"2.940727";"0.004734";"0.076355";"0.160721";2.9144608;2.9764608;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 4, 6.200000 В";"4";"";"1918.812500";"894.812500";"1";"5.994902";"5.980999";"0.013902";"0.224232";"0.231903";5.96390176;6.02590176;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 4: контактный сигнал при 6.200000 В";"4";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 5, 0.000000 В";"5";"";"119.875000";"119.875000";"0";"-0.039648";"-0.039818";"0.000170";"0.002748";"0.429657";-0.0706479456;-0.0086479456;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 5: контактный сигнал при 0.000000 В";"5";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 5, 3.100000 В";"5";"";"1531.750000";"507.750000";"1";"2.977716";"2.973747";"0.003969";"0.064011";"0.133278";2.94671552;3.00871552;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 5, 6.200000 В";"5";"";"1920.125000";"896.125000";"1";"6.007438";"5.991197";"0.016241";"0.261957";"0.270354";5.97643808;6.03843808;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 5: контактный сигнал при 6.200000 В";"5";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
